ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	VARIANTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID	ALIGNMENT
5349	man, male person	Nanga	árⁿâ	a ˦ r̃ a ˥˩		7 8 5 7 8	XTBYT	A6RA6	11	11.A.V 11.6.T 11.R.C 11.A.V 11.6.T	3.0 1.0 1.3 3.0 1.0	a˦r̃a˥˩	0	849	a ˦ r̃ a ˥˩
5350	man, male person	Penange	wálá	w a ˦ l a ˦		6 7 8 5 7 8	AXTBYT	WA6LA6	12	12.W.C 12.A.V 12.6.T 12.L.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	wa˦la˦	1	850	w a ˦ l a ˦
5351	man, male person	Perge_Tegu	ànú	a ˨ n u ˦	a ˨ n u ˦ m	7 8 4 7 8	XTBYT	A6NY6	13	13.A.V 13.6.T 13.N.C 13.Y.V 13.6.T	3.0 1.0 1.3 3.0 1.0	a˨nu˦	0	848	- a ˨ - n u ˦ - - -
5354	man, male person	Tebul_Ure	árⁿá	a ˦ r̃ a ˦	a ˦ r̃ a ˦ m b ɔ ˨	7 8 5 7 8	XTBYT	A6RA6	14	14.A.V 14.6.T 14.R.C 14.A.V 14.6.T	3.0 1.0 1.3 3.0 1.0	a˦r̃a˦	0	849	a ˦ r̃ a ˦
5356	man, male person	Tiranige	bánágé	b a ˦ n a ˦ ɡ e ˦	n d a ˨ b a ˦ n a ˦	1 7 8 4 7 8 1 7 8	AXTBYTBYT	PA6NA6KE6	15	15.P.C 15.A.V 15.6.T 15.N.C 15.A.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ba˦na˦ɡe˦	0	848	b a ˦ - n a ˦ ɡ e ˦
5358	man, male person	Togo_Kan	àrⁿá	a ˨ r̃ a ˦		7 8 5 7 8	XTBYT	A6RA6	16	16.A.V 16.6.T 16.R.C 16.A.V 16.6.T	3.0 1.0 1.3 3.0 1.0	a˨r̃a˦	0	849	a ˨ r̃ a ˦
5359	man, male person	Tommo_So	ànná	a ˨ n n a ˦		7 8 4 4 7 8	XTMBYT	A6NNA6	17	17.A.V 17.6.T 17.N.c 17.N.C 17.A.V 17.6.T	3.0 1.0 1.1 1.3 3.0 1.0	a˨nna˦	0	848	- a ˨ n n a ˦ - - -
5363	man, male person	Toro_Tegu	ànú	a ˨ n u ˦	a ˨ r a ˩˥ m	7 8 4 7 8	XTBYT	A6NY6	18	18.A.V 18.6.T 18.N.C 18.Y.V 18.6.T	3.0 1.0 1.3 3.0 1.0	a˨nu˦	0	848	- a ˨ - n u ˦ - - -
5365	man, male person	Yanda_Dom	án	a ˦ n	a ˦ n m u ˨	7 8 4	XTN	A6N	19	19.A.V 19.6.T 19.N.c	3.0 1.0 0.5	a˦n	0	854	a ˦ n
5367	man, male person	Yorno_So	áynɛ́	a ˦ j n ɛ ˦	a ˦ r̃ u ˦ m	7 8 6 4 7 8	XTMBYT	A6JNE6	20	20.A.V 20.6.T 20.J.c 20.N.C 20.E.V 20.6.T	3.0 1.0 1.1 1.3 3.0 1.0	a˦jnɛ˦	0	853	a ˦ j n ɛ ˦
5369	man, male person	Donno_So	án-ná	a ˦ n n a ˦	a ˨ n a ˩˥ ŋ	7 8 4 4 7 8	XTMBYT	A6NNA6	6	6.A.V 6.6.T 6.N.c 6.N.C 6.A.V 6.6.T	3.0 1.0 1.1 1.3 3.0 1.0	a˦nna˦	0	848	- a ˦ n n a ˦ - - -
5396	many, numerous	Bankan_Tey	báyⁿ	b a ˦ j̃		1 7 8 6	AXTN	PA6J	2	2.P.C 2.A.V 2.6.T 2.J.c	1.6 3.0 1.0 0.5	ba˦j̃	0	857	b a ˦ j̃
5397	many, numerous	Ben_Tey	ba᷈yⁿ	b a ˧˦˧ j̃	dʒ o ˦	1 7 8 6	AXTN	PA6J	3	3.P.C 3.A.V 3.6.T 3.J.c	1.6 3.0 1.0 0.5	ba˧˦˧j̃	0	857	b a ˧˦˧ j̃
5399	many, numerous	Bunoge	tɛ̀:bú	t ɛː ˨ b u ˦		1 7 8 1 7 8	AXTBYT	TE6PY6	4	4.T.C 4.E.V 4.6.T 4.P.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɛː˨bu˦	0	867	t ɛː ˨ b u ˦
5400	many, numerous	Gourou	zó:	z oː ˦		3 7 8	AXT	SU6	7	7.S.C 7.U.V 7.6.T	1.6 3.0 1.0	zoː˦	0	856	z oː ˦
5401	many, numerous	Jamsay_Douentza	jó:	dʒ oː ˦		1 7 8	AXT	TU6	8	8.T.C 8.U.V 8.6.T	1.6 3.0 1.0	dʒoː˦	0	856	dʒ oː ˦
5402	many, numerous	Mombo	bâyⁿ	b a ˥˩ j̃	dʒ w aː ˦	1 7 8 6	AXTN	PA6J	9	9.P.C 9.A.V 9.6.T 9.J.c	1.6 3.0 1.0 0.5	ba˥˩j̃	0	857	b a ˥˩ j̃
5404	many, numerous	Najamba	ségín	s e ˦ ɡ i ˦ n		3 7 8 1 7 8 4	AXTBYTN	SE6KI6N	10	10.S.C 10.E.V 10.6.T 10.K.C 10.I.V 10.6.T 10.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	se˦ɡi˦n	0	858	s e ˦ ɡ i ˦ n
5405	many, numerous	Nanga	jó:	dʒ oː ˦	ɔ ˨ w ɔ ˦	1 7 8	AXT	TU6	11	11.T.C 11.U.V 11.6.T	1.6 3.0 1.0	dʒoː˦	0	856	dʒ oː ˦
5407	many, numerous	Penange	jwá	dʒ w a ˦		1 6 7 8	ACXT	TWA6	12	12.T.C 12.W.C 12.A.V 12.6.T	1.6 1.2 3.0 1.0	dʒwa˦	0	865	dʒ w a ˦
5408	many, numerous	Perge_Tegu	jó:	dʒ oː ˦		1 7 8	AXT	TU6	13	13.T.C 13.U.V 13.6.T	1.6 3.0 1.0	dʒoː˦	0	856	dʒ oː ˦
5410	many, numerous	Tebul_Ure	mɛ̀m	m ɛ ˨ m		4 7 8 4	AXTN	ME6M	14	14.M.C 14.E.V 14.6.T 14.M.c	1.6 3.0 1.0 0.5	mɛ˨m	0	864	m ɛ ˨ m
5411	many, numerous	Tiranige	kùnú	k u ˨ n u ˦		1 7 8 4 7 8	AXTBYT	KY6NY6	15	15.K.C 15.Y.V 15.6.T 15.N.C 15.Y.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˨nu˦	0	863	k u ˨ n u ˦
5412	many, numerous	Togo_Kan	jó	dʒ o ˦		1 7 8	AXT	TU6	16	16.T.C 16.U.V 16.6.T	1.6 3.0 1.0	dʒo˦	0	856	dʒ o ˦
5413	many, numerous	Tommo_So	jóóni wɔ̀	dʒ oː ˦ n i # w ɔ ˨	k a ˦ l e ˦ # s ɛ ˨ l ɛ ˦	1 7 8 4 7 9 6 7 8	AXTBZ_AXT	TU6NI_WU6	17	17.T.C 17.U.V 17.6.T 17.N.C 17.I.V 17._._ 17.W.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 0.7 0.0 1.6 3.0 1.0	dʒoː˦ni#wɔ˨	0	862	dʒ oː ˦ n i # w ɔ ˨
5415	many, numerous	Toro_Tegu	mútú	m u ˦ t u ˦		4 7 8 1 7 8	AXTBYT	MY6TY6	18	18.M.C 18.Y.V 18.6.T 18.T.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mu˦tu˦	0	861	m u ˦ t u ˦
5416	many, numerous	Yanda_Dom	sègíⁿ	s e ˨ ɡ ĩ ˦	s e ˦ ɡ u ˦	3 7 8 1 7 8	AXTBYT	SE6KI6	19	19.S.C 19.E.V 19.6.T 19.K.C 19.I.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	se˨ɡĩ˦	0	858	s e ˨ ɡ ĩ ˦ -
5418	many, numerous	Yorno_So	jìjǒ: gɔ́	dʒ i ˨ dʒ oː ˩˥ # ɡ ɔ ˦	dʒ o ˦	1 7 8 1 7 0 9 1 7 8	AXTBYN_AXT	TI6TU0_KU6	20	20.T.C 20.I.V 20.6.T 20.T.C 20.U.V 20.0.c 20._._ 20.K.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 0.5 0.0 1.6 3.0 1.0	dʒi˨dʒoː˩˥#ɡɔ˦	0	860	dʒ i ˨ dʒ oː ˩˥ # ɡ ɔ ˦
5420	many, numerous	Dogul_Dom	káybòn	k a ˦ j b o ˨ n	k u ˦ r ɔː ˨	1 7 8 6 1 7 8 4	AXTMBYTN	KA6JPU6N	5	5.K.C 5.A.V 5.6.T 5.J.c 5.P.C 5.U.V 5.6.T 5.N.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	ka˦jbo˨n	0	866	k a ˦ j b o ˨ n
5422	many, numerous	Donno_So	gǎ:w	ɡ aː ˩˥ w	s a ˦ m i ˨	1 7 0 6	AXBC	KA0W	6	6.K.C 6.A.V 6.0.C 6.W.C	2.0 1.5 1.75 1.5	ɡaː˩˥w	0	859	ɡ aː ˩˥ w
5425	meat	Bangime	n ŋǎẁ	n # ŋ a ˩˥ w ˨		4 9 4 7 0 6 8	A_AXBLT	N_NA0W6	1	1.N.C 1._._ 1.N.C 1.A.V 1.0.C 1.W.c 1.6.T	1.6 0.0 1.6 3.0 1.3 1.1 1.0	n#ŋa˩˥w˨	0	869	n # ŋ a ˩˥ w ˨
5426	meat	Bankan_Tey	nàmâ:	n a ˨ m aː ˥˩		4 7 8 4 7 8	AXTBYT	NA6MA6	2	2.N.C 2.A.V 2.6.T 2.M.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨maː˥˩	0	868	n a ˨ m aː ˥˩
5427	meat	Ben_Tey	nàwⁿâ:	n a ˨ w̃ aː ˥˩		4 7 8 6 7 8	AXTBYT	NA6WA6	3	3.N.C 3.A.V 3.6.T 3.W.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨w̃aː˥˩	0	868	n a ˨ w̃ aː ˥˩
5428	meat	Bunoge	námà	n a ˦ m a ˨		4 7 8 4 7 8	AXTBYT	NA6MA6	4	4.N.C 4.A.V 4.6.T 4.M.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˦ma˨	0	868	n a ˦ m a ˨
5429	meat	Dogul_Dom	nàmáá	n a ˨ m aː ˦		4 7 8 4 7 8	AXTBYT	NA6MA6	5	5.N.C 5.A.V 5.6.T 5.M.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨maː˦	0	868	n a ˨ m aː ˦
5430	meat	Gourou	nɔ̀wⁿɔ́	n ɔ ˨ w̃ ɔ ˦		4 7 8 6 7 8	AXTBYT	NU6WU6	7	7.N.C 7.U.V 7.6.T 7.W.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	nɔ˨w̃ɔ˦	0	868	n ɔ ˨ w̃ ɔ ˦
5431	meat	Jamsay_Douentza	nɔ̀wⁿɔ́	n ɔ ˨ w̃ ɔ ˦		4 7 8 6 7 8	AXTBYT	NU6WU6	8	8.N.C 8.U.V 8.6.T 8.W.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	nɔ˨w̃ɔ˦	0	868	n ɔ ˨ w̃ ɔ ˦
5433	meat	Mombo	námà	n a ˦ m a ˨		4 7 8 4 7 8	AXTBYT	NA6MA6	9	9.N.C 9.A.V 9.6.T 9.M.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˦ma˨	0	868	n a ˦ m a ˨
5434	meat	Najamba	nàmâ:	n a ˨ m aː ˥˩	n a ˨ m ɛː ˥˩	4 7 8 4 7 8	AXTBYT	NA6MA6	10	10.N.C 10.A.V 10.6.T 10.M.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨maː˥˩	0	868	n a ˨ m aː ˥˩
5436	meat	Nanga	nàmâ	n a ˨ m a ˥˩		4 7 8 4 7 8	AXTBYT	NA6MA6	11	11.N.C 11.A.V 11.6.T 11.M.C 11.A.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˥˩	0	868	n a ˨ m a ˥˩
5437	meat	Penange	nàmà	n a ˨ m a ˨		4 7 8 4 7 8	AXTBYT	NA6MA6	12	12.N.C 12.A.V 12.6.T 12.M.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˨	0	868	n a ˨ m a ˨
5438	meat	Perge_Tegu	nàwⁿá	n a ˨ w̃ a ˦		4 7 8 6 7 8	AXTBYT	NA6WA6	13	13.N.C 13.A.V 13.6.T 13.W.C 13.A.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨w̃a˦	0	868	n a ˨ w̃ a ˦
5440	meat	Tebul_Ure	nàmá	n a ˨ m a ˦		4 7 8 4 7 8	AXTBYT	NA6MA6	14	14.N.C 14.A.V 14.6.T 14.M.C 14.A.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˦	0	868	n a ˨ m a ˦
5441	meat	Tiranige	námá	n a ˦ m a ˦		4 7 8 4 7 8	AXTBYT	NA6MA6	15	15.N.C 15.A.V 15.6.T 15.M.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˦ma˦	0	868	n a ˦ m a ˦
5442	meat	Togo_Kan	nɔ̀wⁿɔ́	n ɔ ˨ w̃ ɔ ˦		4 7 8 6 7 8	AXTBYT	NU6WU6	16	16.N.C 16.U.V 16.6.T 16.W.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	nɔ˨w̃ɔ˦	0	868	n ɔ ˨ w̃ ɔ ˦
5443	meat	Tommo_So	nàmá	n a ˨ m a ˦		4 7 8 4 7 8	AXTBYT	NA6MA6	17	17.N.C 17.A.V 17.6.T 17.M.C 17.A.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˦	0	868	n a ˨ m a ˦
5445	meat	Toro_Tegu	nàwⁿá	n a ˨ w̃ a ˦		4 7 8 6 7 8	AXTBYT	NA6WA6	18	18.N.C 18.A.V 18.6.T 18.W.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨w̃a˦	0	868	n a ˨ w̃ a ˦
5446	meat	Yanda_Dom	nàmà	n a ˨ m a ˨		4 7 8 4 7 8	AXTBYT	NA6MA6	19	19.N.C 19.A.V 19.6.T 19.M.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˨	0	868	n a ˨ m a ˨
5447	meat	Yorno_So	nàwⁿá	n a ˨ w̃ a ˦		4 7 8 6 7 8	AXTBYT	NA6WA6	20	20.N.C 20.A.V 20.6.T 20.W.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨w̃a˦	0	868	n a ˨ w̃ a ˦
5448	meat	Donno_So	nàmá	n a ˨ m a ˦		4 7 8 4 7 8	AXTBYT	NA6MA6	6	6.N.C 6.A.V 6.6.T 6.M.C 6.A.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨ma˦	0	868	n a ˨ m a ˦
5449	millet	Bangime	dɛ̌mɛ̀	d ɛ ˩˥ m ɛ ˨		1 7 0 4 7 8	AXBCYT	TE0ME6	1	1.T.C 1.E.V 1.0.C 1.M.C 1.E.V 1.6.T	1.6 3.0 1.3 1.2 3.0 1.0	dɛ˩˥mɛ˨	0	875	d ɛ ˩˥ m ɛ ˨
5450	millet	Bankan_Tey	yû:	j uː ˥˩		6 7 8	AXT	JY6	2	2.J.C 2.Y.V 2.6.T	1.6 3.0 1.0	juː˥˩	0	870	j uː ˥˩
5451	millet	Ben_Tey	yû:	j uː ˥˩		6 7 8	AXT	JY6	3	3.J.C 3.Y.V 3.6.T	1.6 3.0 1.0	juː˥˩	0	870	j uː ˥˩
5452	millet	Bunoge	sé:ŋgè	s eː ˦ ŋ ɡ e ˨		3 7 8 4 1 7 8	AXTMBYT	SE6NKE6	4	4.S.C 4.E.V 4.6.T 4.N.c 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	seː˦ŋɡe˨	0	871	s eː ˦ ŋ ɡ e ˨
5453	millet	Dogul_Dom	sìyɛ́	s i ˨ j ɛ ˦		3 7 8 6 7 8	AXTBYT	SI6JE6	5	5.S.C 5.I.V 5.6.T 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	si˨jɛ˦	0	874	s i ˨ j ɛ ˦
5454	millet	Gourou	ɲú:	ɲ uː ˦	ɲ uː ˨ # p i ˦ r u ˦	4 7 8	AXT	NY6	7	7.N.C 7.Y.V 7.6.T	1.6 3.0 1.0	ɲuː˦	0	872	ɲ uː ˦
5456	millet	Jamsay_Douentza	ɲú:	ɲ uː ˦		4 7 8	AXT	NY6	8	8.N.C 8.Y.V 8.6.T	1.6 3.0 1.0	ɲuː˦	0	872	ɲ uː ˦
5458	millet	Mombo	sé:ŋgè	s eː ˦ ŋ ɡ e ˨		3 7 8 4 1 7 8	AXTMBYT	SE6NKE6	9	9.S.C 9.E.V 9.6.T 9.N.c 9.K.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	seː˦ŋɡe˨	0	871	s eː ˦ ŋ ɡ e ˨
5459	millet	Najamba	yógé	j o ˦ ɡ e ˦	j o ˦ ŋ ɡ o ˦	6 7 8 1 7 8	AXTBYT	JU6KE6	10	10.J.C 10.U.V 10.6.T 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	jo˦ɡe˦	0	873	j o ˦ ɡ e ˦
5461	millet	Nanga	yû:	j uː ˥˩		6 7 8	AXT	JY6	11	11.J.C 11.Y.V 11.6.T	1.6 3.0 1.0	juː˥˩	0	870	j uː ˥˩
5462	millet	Penange	sè:ŋgè	s eː ˨ ŋ ɡ e ˨		3 7 8 4 1 7 8	AXTMBYT	SE6NKE6	12	12.S.C 12.E.V 12.6.T 12.N.c 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	seː˨ŋɡe˨	0	871	s eː ˨ ŋ ɡ e ˨
5463	millet	Perge_Tegu	yú:	j uː ˦		6 7 8	AXT	JY6	13	13.J.C 13.Y.V 13.6.T	1.6 3.0 1.0	juː˦	0	870	j uː ˦
5465	millet	Tebul_Ure	yɔ́	j ɔ ˦		6 7 8	AXT	JU6	14	14.J.C 14.U.V 14.6.T	1.6 3.0 1.0	jɔ˦	0	870	j ɔ ˦
5466	millet	Tiranige	yò:gè	j oː ˨ ɡ e ˨		6 7 8 1 7 8	AXTBYT	JU6KE6	15	15.J.C 15.U.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	joː˨ɡe˨	0	873	j oː ˨ ɡ e ˨
5467	millet	Togo_Kan	ɲú:	ɲ uː ˦		4 7 8	AXT	NY6	16	16.N.C 16.Y.V 16.6.T	1.6 3.0 1.0	ɲuː˦	0	872	ɲ uː ˦
5468	millet	Tommo_So	yúú	j uː ˦		6 7 8	AXT	JY6	17	17.J.C 17.Y.V 17.6.T	1.6 3.0 1.0	juː˦	0	870	j uː ˦
5470	millet	Toro_Tegu	yú	j u ˦		6 7 8	AXT	JY6	18	18.J.C 18.Y.V 18.6.T	1.6 3.0 1.0	ju˦	0	870	j u ˦
5471	millet	Yanda_Dom	yú:	j uː ˦		6 7 8	AXT	JY6	19	19.J.C 19.Y.V 19.6.T	1.6 3.0 1.0	juː˦	0	870	j uː ˦
5472	millet	Yorno_So	yǔ:	j uː ˩˥		6 7 0	AXN	JY0	20	20.J.C 20.Y.V 20.0.c	2.0 1.5 0.8	juː˩˥	0	870	j uː ˩˥
5473	millet	Donno_So	yû:	j uː ˥˩		6 7 8	AXT	JY6	6	6.J.C 6.Y.V 6.6.T	1.6 3.0 1.0	juː˥˩	0	870	j uː ˥˩
5475	moon	Bangime	ɥìɛ́	ɥ i ˨ ɛ ˦		6 7 8 7 8	AXTYT	JI6E6	1	1.J.C 1.I.V 1.6.T 1.E.V 1.6.T	1.6 3.0 1.0 3.0 1.0	ɥi˨ɛ˦	0	886	ɥ i ˨ ɛ ˦
5476	moon	Bankan_Tey	wǎ:	w aː ˩˥		6 7 0	AXN	WA0	2	2.W.C 2.A.V 2.0.c	2.0 1.5 0.8	waː˩˥	0	876	- w aː ˩˥
5477	moon	Ben_Tey	ùwɔ́	u ˨ w ɔ ˦		7 8 6 7 8	XTBYT	Y6WU6	3	3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	3.0 1.0 1.3 3.0 1.0	u˨wɔ˦	0	887	u ˨ w ɔ ˦
5478	moon	Bunoge	yá:sìmà	j aː ˦ s i ˨ m a ˨		6 7 8 3 7 8 4 7 8	AXTBYTBYT	JA6SI6MA6	4	4.J.C 4.A.V 4.6.T 4.S.C 4.I.V 4.6.T 4.M.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	jaː˦si˨ma˨	0	880	j aː ˦ s i ˨ m a ˨
5479	moon	Dogul_Dom	wɔ́ɔ́gù	w ɔː ˦ ɡ u ˨		6 7 8 1 7 8	AXTBYT	WU6KY6	5	5.W.C 5.U.V 5.6.T 5.K.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	wɔː˦ɡu˨	0	878	w ɔː ˦ ɡ u ˨
5480	moon	Gourou	ɛ̌:	ɛː ˩˥		7 0	XN	E0	7	7.E.V 7.0.c	1.5 0.8	ɛː˩˥	0	877	- ɛː ˩˥
5481	moon	Jamsay_Douentza	ɛ̌:	ɛː ˩˥		7 0	XN	E0	8	8.E.V 8.0.c	1.5 0.8	ɛː˩˥	1	877	- ɛː ˩˥
5483	moon	Mombo	wɛ̂:	w ɛː ˥˩		6 7 8	AXT	WE6	9	9.W.C 9.E.V 9.6.T	1.6 3.0 1.0	wɛː˥˩	0	876	- w ɛː ˥˩
5484	moon	Najamba	sà:gé	s aː ˨ ɡ e ˦	s aː ˨ ɡ u ˦ m b o ˦	3 7 8 1 7 8	AXTBYT	SA6KE6	10	10.S.C 10.A.V 10.6.T 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	saː˨ɡe˦	0	881	s aː ˨ ɡ e ˦
5486	moon	Nanga	wǎ:	w aː ˩˥		6 7 0	AXN	WA0	11	11.W.C 11.A.V 11.0.c	2.0 1.5 0.8	waː˩˥	0	876	- w aː ˩˥
5487	moon	Penange	wɛ̀:	w ɛː ˨		6 7 8	AXT	WE6	12	12.W.C 12.E.V 12.6.T	1.6 3.0 1.0	wɛː˨	0	876	- w ɛː ˨
5488	moon	Perge_Tegu	ɛ̌:	ɛː ˩˥		7 0	XN	E0	13	13.E.V 13.0.c	1.5 0.8	ɛː˩˥	0	877	- ɛː ˩˥
5490	moon	Tebul_Ure	swǎ:	s w aː ˩˥		3 6 7 0	ACXN	SWA0	14	14.S.C 14.W.C 14.A.V 14.0.c	2.0 1.5 1.5 0.8	swaː˩˥	0	876	s w aː ˩˥
5491	moon	Tiranige	éŋání	e ˦ ŋ a ˦ n i ˦		7 8 4 7 8 4 7 8	XTBYTBYT	E6NA6NI6	15	15.E.V 15.6.T 15.N.C 15.A.V 15.6.T 15.N.C 15.I.V 15.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	e˦ŋa˦ni˦	0	882	e ˦ ŋ a ˦ n i ˦
5492	moon	Togo_Kan	ɔ̌:	ɔː ˩˥		7 0	XN	U0	16	16.U.V 16.0.c	1.5 0.8	ɔː˩˥	1	883	ɔː ˩˥
5493	moon	Tommo_So	ììyɛ́	iː ˨ j ɛ ˦		7 8 6 7 8	XTBYT	I6JE6	17	17.I.V 17.6.T 17.J.C 17.E.V 17.6.T	3.0 1.0 1.3 3.0 1.0	iː˨jɛ˦	0	884	iː ˨ j ɛ ˦
5494	moon	Toro_Tegu	ìwá	i ˨ w a ˦		7 8 6 7 8	XTBYT	I6WA6	18	18.I.V 18.6.T 18.W.C 18.A.V 18.6.T	3.0 1.0 1.3 3.0 1.0	i˨wa˦	0	885	i ˨ w a ˦
5495	moon	Yanda_Dom	swà:	s w aː ˨		3 6 7 8	ACXT	SWA6	19	19.S.C 19.W.C 19.A.V 19.6.T	1.6 1.2 3.0 1.0	swaː˨	0	876	s w aː ˨
5496	moon	Yorno_So	yě:	j eː ˩˥	j eː ˨ # p i ˦ l	6 7 0	AXN	JE0	20	20.J.C 20.E.V 20.0.c	2.0 1.5 0.8	jeː˩˥	0	877	j eː ˩˥
5498	moon	Donno_So	ùgɔ́	u ˨ ɡ ɔ ˦		7 8 1 7 8	XTBYT	Y6KU6	6	6.Y.V 6.6.T 6.K.C 6.U.V 6.6.T	3.0 1.0 1.3 3.0 1.0	u˨ɡɔ˦	0	879	u ˨ ɡ ɔ ˦
5499	mother	Bangime	n níjà	n # n i ˦ dʒ a ˨	n # ɲ aː ˥˩	4 9 4 7 8 1 7 8	A_AXTBYT	N_NI6TA6	1	1.N.C 1._._ 1.N.C 1.I.V 1.6.T 1.T.C 1.A.V 1.6.T	1.6 0.0 1.6 3.0 1.0 1.3 3.0 1.0	n#ni˦dʒa˨	0	890	n # n i ˦ dʒ a ˨
5501	mother	Bankan_Tey	nàrⁿá	n a ˨ r̃ a ˦	n a ˨ r̃ a ˩˥ m	4 7 8 5 7 8	AXTBYT	NA6RA6	2	2.N.C 2.A.V 2.6.T 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨r̃a˦	0	888	- - - n a ˨ r̃ a ˦
5503	mother	Ben_Tey	nàrⁿá	n a ˨ r̃ a ˦		4 7 8 5 7 8	AXTBYT	NA6RA6	3	3.N.C 3.A.V 3.6.T 3.R.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	na˨r̃a˦	0	888	- - - n a ˨ r̃ a ˦
5504	mother	Bunoge	nìnì	n i ˨ n i ˨		4 7 8 4 7 8	AXTBYT	NI6NI6	4	4.N.C 4.I.V 4.6.T 4.N.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ni˨ni˨	0	889	n i ˨ n i ˨
5505	mother	Dogul_Dom	dààrá	d aː ˨ r a ˦		1 7 8 5 7 8	AXTBYT	TA6RA6	5	5.T.C 5.A.V 5.6.T 5.R.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	daː˨ra˦	0	891	d aː ˨ r a ˦
5506	mother	Gourou	nǎ:	n aː ˩˥		4 7 0	AXN	NA0	7	7.N.C 7.A.V 7.0.c	2.0 1.5 0.8	naː˩˥	0	888	- - - n aː ˩˥ - - -
5507	mother	Jamsay_Douentza	nǎ:	n aː ˩˥		4 7 0	AXN	NA0	8	8.N.C 8.A.V 8.0.c	2.0 1.5 0.8	naː˩˥	0	888	- - - n aː ˩˥ - - -
5509	mother	Mombo	ní:	n iː ˦		4 7 8	AXT	NI6	9	9.N.C 9.I.V 9.6.T	1.6 3.0 1.0	niː˦	0	889	n iː ˦ - - -
5510	mother	Najamba	nǐ:	n iː ˩˥	n iː ˨ m b o ˦	4 7 0	AXN	NI0	10	10.N.C 10.I.V 10.0.c	2.0 1.5 0.8	niː˩˥	1	889	n iː ˩˥ - - -
5512	mother	Nanga	dě:	d eː ˩˥		1 7 0	AXN	TE0	11	11.T.C 11.E.V 11.0.c	2.0 1.5 0.8	deː˩˥	0	892	d eː ˩˥
5513	mother	Penange	nì:	n iː ˨		4 7 8	AXT	NI6	12	12.N.C 12.I.V 12.6.T	1.6 3.0 1.0	niː˨	0	889	n iː ˨ - - -
