ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	VARIANTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
6974	sing a song	Penange	nɔ̀: nwɛ́:	n ɔː ˨ # n w ɛː ˦	DB,SW		4 7 8 9 4 6 7 8	AXT_ACXT	NU6_NWE6	12	12.N.C 12.U.V 12.6.T 12._._ 12.N.C 12.W.C 12.E.V 12.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	nɔː˨#nwɛː˦	0	1214
6975	sing a song	Perge_Tegu	núŋgɔ̀ núŋgɔ́	n u ˦ ŋ ɡ ɔ ˨ # n u ˦ ŋ ɡ ɔ ˦	DB,SW		4 7 8 4 1 7 8 9 4 7 8 4 1 7 8	AXTMBYT_AXTMBYT	NY6NKU6_NY6NKU6	13	13.N.C 13.Y.V 13.6.T 13.N.c 13.K.C 13.U.V 13.6.T 13._._ 13.N.C 13.Y.V 13.6.T 13.N.c 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	nu˦ŋɡɔ˨#nu˦ŋɡɔ˦	0	1213
6977	sing a song	Tebul_Ure	nùŋǎ: nùŋú	n u ˨ ŋ aː ˩˥ # n u ˨ ŋ u ˦	DB,SW		4 7 8 4 7 0 9 4 7 8 4 7 8	AXTBYN_AXTBYT	NY6NA0_NY6NY6	14	14.N.C 14.Y.V 14.6.T 14.N.C 14.A.V 14.0.c 14._._ 14.N.C 14.Y.V 14.6.T 14.N.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˨ŋaː˩˥#nu˨ŋu˦	0	1213
6978	sing a song	Tiranige	nwɛ́: nɔ́:	n w ɛː ˦ # n ɔː ˦	DB,SW		4 6 7 8 9 4 7 8	ACXT_AXT	NWE6_NU6	15	15.N.C 15.W.C 15.E.V 15.6.T 15._._ 15.N.C 15.U.V 15.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	nwɛː˦#nɔː˦	0	1214
6979	sing a song	Togo_Kan	núŋú núŋɔ́	n u ˦ ŋ u ˦ # n u ˦ ŋ ɔ ˦	DB,SW		4 7 8 4 7 8 9 4 7 8 4 7 8	AXTBYT_AXTBYT	NY6NY6_NY6NU6	16	16.N.C 16.Y.V 16.6.T 16.N.C 16.Y.V 16.6.T 16._._ 16.N.C 16.Y.V 16.6.T 16.N.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˦ŋu˦#nu˦ŋɔ˦	0	1213
6980	sing a song	Tommo_So	núyɔ́ núyɔ́	n u ˦ j ɔ ˦ # n u ˦ j ɔ ˦	DB,SW		4 7 8 6 7 8 9 4 7 8 6 7 8	AXTBYT_AXTBYT	NY6JU6_NY6JU6	17	17.N.C 17.Y.V 17.6.T 17.J.C 17.U.V 17.6.T 17._._ 17.N.C 17.Y.V 17.6.T 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˦jɔ˦#nu˦jɔ˦	0	1213
6981	sing a song	Toro_Tegu	nùŋɔ́	n u ˨ ŋ ɔ ˦	DB,SW	n u ˨ ŋ ɔ ˦ # n u ˨ ŋ u ˦	4 7 8 4 7 8	AXTBYT	NY6NU6	18	18.N.C 18.Y.V 18.6.T 18.N.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	nu˨ŋɔ˦	0	1215
6983	sing a song	Yanda_Dom	nùŋà nùŋɔ́	n u ˨ ŋ a ˨ # n u ˨ ŋ ɔ ˦	DB,SW		4 7 8 4 7 8 9 4 7 8 4 7 8	AXTBYT_AXTBYT	NY6NA6_NY6NU6	19	19.N.C 19.Y.V 19.6.T 19.N.C 19.A.V 19.6.T 19._._ 19.N.C 19.Y.V 19.6.T 19.N.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˨ŋa˨#nu˨ŋɔ˦	0	1213
6984	sing a song	Yorno_So	nɛ́: nɛ̌:	n ɛː ˦ # n ɛː ˩˥	DB,SW		4 7 8 9 4 7 0	AXT_AXN	NE6_NE0	20	20.N.C 20.E.V 20.6.T 20._._ 20.N.C 20.E.V 20.0.c	1.6 3.0 1.0 0.0 1.6 3.0 0.5	nɛː˦#nɛː˩˥	0	1214
6985	sing a song	Dogul_Dom	nùŋɔ́: nùŋɛ́	n u ˨ ŋ ɔː ˦ # n u ˨ ŋ ɛ ˦	DB,SW		4 7 8 4 7 8 9 4 7 8 4 7 8	AXTBYT_AXTBYT	NY6NU6_NY6NE6	5	5.N.C 5.Y.V 5.6.T 5.N.C 5.U.V 5.6.T 5._._ 5.N.C 5.Y.V 5.6.T 5.N.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˨ŋɔː˦#nu˨ŋɛ˦	0	1213
6986	sing a song	Donno_So	núŋò nùŋó	n u ˦ ŋ o ˨ # n u ˨ ŋ o ˦	DB,SW		4 7 8 4 7 8 9 4 7 8 4 7 8	AXTBYT_AXTBYT	NY6NU6_NY6NU6	6	6.N.C 6.Y.V 6.6.T 6.N.C 6.U.V 6.6.T 6._._ 6.N.C 6.Y.V 6.6.T 6.N.C 6.U.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	nu˦ŋo˨#nu˨ŋo˦	0	1213
6988	sit, sit down	Bangime	térò	t e ˦ r o ˨	DB,SW		1 7 8 5 7 8	AXTBYT	TE6RU6	1	1.T.C 1.E.V 1.6.T 1.R.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	te˦ro˨	0	1220
6989	sit, sit down	Bankan_Tey	éyyé	e ˦ j j e ˦	DB,SW		7 8 6 6 7 8	XTMBYT	E6JJE6	2	2.E.V 2.6.T 2.J.c 2.J.C 2.E.V 2.6.T	3.0 1.0 1.1 1.3 3.0 1.0	e˦jje˦	0	1219
6990	sit, sit down	Ben_Tey	éwyé	e ˦ w j e ˦	DB,SW	e ˨ w j eː ˥˩ # e ˦ w j e ˦	7 8 6 6 7 8	XTMBYT	E6WJE6	3	3.E.V 3.6.T 3.W.c 3.J.C 3.E.V 3.6.T	3.0 1.0 1.1 1.3 3.0 1.0	e˦wje˦	0	1219
6992	sit, sit down	Bunoge	ʔébè	ʔ e ˦ b e ˨	DB,SW		1 7 8 1 7 8	AXTBYT	HE6PE6	4	4.H.C 4.E.V 4.6.T 4.P.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ʔe˦be˨	0	1224
6993	sit, sit down	Dogul_Dom	òbé	o ˨ b e ˦	DB,SW		7 8 1 7 8	XTBYT	U6PE6	5	5.U.V 5.6.T 5.P.C 5.E.V 5.6.T	3.0 1.0 1.3 3.0 1.0	o˨be˦	0	1218
6994	sit, sit down	Gourou	dìŋé	d i ˨ ŋ e ˦	DB,SW		1 7 8 4 7 8	AXTBYT	TI6NE6	7	7.T.C 7.I.V 7.6.T 7.N.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	di˨ŋe˦	0	1217
6995	sit, sit down	Jamsay_Douentza	dǐŋ dìŋé	d i ˩˥ ŋ # d i ˨ ŋ e ˦	DB,SW	d i ˨ ŋ e ˦	1 7 0 4 9 1 7 8 4 7 8	AXBC_AXTBYT	TI0N_TI6NE6	8	8.T.C 8.I.V 8.0.C 8.N.C 8._._ 8.T.C 8.I.V 8.6.T 8.N.C 8.E.V 8.6.T	1.6 3.0 1.3 1.2 0.0 1.6 3.0 1.0 1.3 3.0 1.0	di˩˥ŋ#di˨ŋe˦	0	1221
6998	sit, sit down	Mombo	kùnjùgà kó:ⁿ kúndá	k u ˨ n dʒ u ˨ ɡ a ˨ # k õː ˦ # k u ˦ n d a ˦	DB,SW		1 7 8 4 1 7 8 1 7 8 9 1 7 8 9 1 7 8 4 1 7 8	AXTMBYTBYT_AXT_AXTMBYT	KY6NTY6KA6_KU6_KY6NTA6	9	9.K.C 9.Y.V 9.6.T 9.N.c 9.T.C 9.Y.V 9.6.T 9.K.C 9.A.V 9.6.T 9._._ 9.K.C 9.U.V 9.6.T 9._._ 9.K.C 9.Y.V 9.6.T 9.N.c 9.T.C 9.A.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	ku˨ndʒu˨ɡa˨#kõː˦#ku˦nda˦	0	1222
6999	sit, sit down	Najamba	óbíy	o ˦ b i ˦ j	DB,SW		7 8 1 7 8 6	XTBYTN	U6PI6J	10	10.U.V 10.6.T 10.P.C 10.I.V 10.6.T 10.J.c	3.0 1.0 1.3 3.0 1.0 0.5	o˦bi˦j	0	1218
7000	sit, sit down	Nanga	éwyé	e ˦ w j e ˦	DB,SW		7 8 6 6 7 8	XTMBYT	E6WJE6	11	11.E.V 11.6.T 11.W.c 11.J.C 11.E.V 11.6.T	3.0 1.0 1.1 1.3 3.0 1.0	e˦wje˦	0	1219
7001	sit, sit down	Penange	dá:yⁿì	d aː ˦ j̃ i ˨	DB,SW		1 7 8 6 7 8	AXTBYT	TA6JI6	12	12.T.C 12.A.V 12.6.T 12.J.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	daː˦j̃i˨	0	1217
7002	sit, sit down	Perge_Tegu	dènjé	d e ˨ n dʒ e ˦	DB,SW		1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	13	13.T.C 13.E.V 13.6.T 13.N.c 13.T.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	de˨ndʒe˦	0	1217
7003	sit, sit down	Tebul_Ure	óbí:	o ˦ b iː ˦	DB,SW		7 8 1 7 8	XTBYT	U6PI6	14	14.U.V 14.6.T 14.P.C 14.I.V 14.6.T	3.0 1.0 1.3 3.0 1.0	o˦biː˦	0	1218
7004	sit, sit down	Tiranige	ówyó	o ˦ w j o ˦	DB,SW		7 8 6 6 7 8	XTMBYT	U6WJU6	15	15.U.V 15.6.T 15.W.c 15.J.C 15.U.V 15.6.T	3.0 1.0 1.1 1.3 3.0 1.0	o˦wjo˦	0	1223
7005	sit, sit down	Togo_Kan	dɛ̀ŋɛ́:	d ɛ ˨ ŋ ɛː ˦	DB,SW	d ɛ ˨ ŋ iː ˥˩	1 7 8 4 7 8	AXTBYT	TE6NE6	16	16.T.C 16.E.V 16.6.T 16.N.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	dɛ˨ŋɛː˦	0	1217
7007	sit, sit down	Tommo_So	dànníyɛ́	d a ˨ n n i ˦ j ɛ ˦	DB,SW		1 7 8 4 4 7 8 6 7 8	AXTMBYTBYT	TA6NNI6JE6	17	17.T.C 17.A.V 17.6.T 17.N.c 17.N.C 17.I.V 17.6.T 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	da˨nni˦jɛ˦	0	1217
7010	sit, sit down	Toro_Tegu	dǐŋ	d i ˩˥ ŋ	DB,SW	d i ˨ ŋ e ˦	1 7 0 4	AXBC	TI0N	18	18.T.C 18.I.V 18.0.C 18.N.C	2.0 1.5 1.75 1.5	di˩˥ŋ	0	1217
7012	sit, sit down	Yanda_Dom	óbíyó	o ˦ b i ˦ j o ˦	DB,SW	o ˦ b i ˦ j o ˦ l i ˨	7 8 1 7 8 6 7 8	XTBYTBYT	U6PI6JU6	19	19.U.V 19.6.T 19.P.C 19.I.V 19.6.T 19.J.C 19.U.V 19.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	o˦bi˦jo˦	0	1218
7014	sit, sit down	Yorno_So	dàyⁿɛ́:	d a ˨ j̃ ɛː ˦	DB,SW	d a ˨ j̃ iː ˦	1 7 8 6 7 8	AXTBYT	TA6JE6	20	20.T.C 20.A.V 20.6.T 20.J.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	da˨j̃ɛː˦	0	1217
7016	sit, sit down	Donno_So	dàɲɲ-ɛ́:-	d a ˨ ɲ ɲ ɛː ˦	DB,SW	d a ˦ ɲ ɲ i ˨ j ˨	1 7 8 4 4 7 8	AXTMBYT	TA6NNE6	6	6.T.C 6.A.V 6.6.T 6.N.c 6.N.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	da˨ɲɲɛː˦	0	1217
7019	six	Bankan_Tey	kúròy	k u ˦ r o ˨ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RU6J	2	2.K.C 2.Y.V 2.6.T 2.R.C 2.U.V 2.6.T 2.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦ro˨j	0	1225
7020	six	Ben_Tey	kúròy	k u ˦ r o ˨ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RU6J	3	3.K.C 3.Y.V 3.6.T 3.R.C 3.U.V 3.6.T 3.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦ro˨j	0	1225
7021	six	Bunoge	kúléwⁿ	k u ˦ l e ˦ w̃	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LE6W	4	4.K.C 4.Y.V 4.6.T 4.L.C 4.E.V 4.6.T 4.W.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦le˦w̃	0	1225
7022	six	Dogul_Dom	kúlɛ̀	k u ˦ l ɛ ˨	DB		1 7 8 5 7 8	AXTBYT	KY6LE6	5	5.K.C 5.Y.V 5.6.T 5.L.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦lɛ˨	0	1225
7023	six	Gourou	kúróy	k u ˦ r o ˦ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RU6J	7	7.K.C 7.Y.V 7.6.T 7.R.C 7.U.V 7.6.T 7.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦ro˦j	0	1225
7024	six	Jamsay_Douentza	kúróy	k u ˦ r o ˦ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RU6J	8	8.K.C 8.Y.V 8.6.T 8.R.C 8.U.V 8.6.T 8.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦ro˦j	0	1225
7026	six	Mombo	kúléyⁿ	k u ˦ l e ˦ j̃	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LE6J	9	9.K.C 9.Y.V 9.6.T 9.L.C 9.E.V 9.6.T 9.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦le˦j̃	0	1225
7027	six	Najamba	kúlèy	k u ˦ l e ˨ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LE6J	10	10.K.C 10.Y.V 10.6.T 10.L.C 10.E.V 10.6.T 10.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦le˨j	0	1225
7028	six	Nanga	kúrê	k u ˦ r e ˥˩	DB		1 7 8 5 7 8	AXTBYT	KY6RE6	11	11.K.C 11.Y.V 11.6.T 11.R.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦re˥˩	0	1225
7029	six	Penange	gè kúlé:ní	ɡ e ˨ # k u ˦ l eː ˦ n i ˦	DB	k u ˨ l eː ˨ n i ˨	1 7 8 9 1 7 8 5 7 8 4 7 8	AXT_AXTBYTBYT	KE6_KY6LE6NI6	12	12.K.C 12.E.V 12.6.T 12._._ 12.K.C 12.Y.V 12.6.T 12.L.C 12.E.V 12.6.T 12.N.C 12.I.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ɡe˨#ku˦leː˦ni˦	0	1226
7031	six	Perge_Tegu	kúró:y	k u ˦ r oː ˦ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RU6J	13	13.K.C 13.Y.V 13.6.T 13.R.C 13.U.V 13.6.T 13.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦roː˦j	0	1225
7033	six	Tebul_Ure	kúlé	k u ˦ l e ˦	DB		1 7 8 5 7 8	AXTBYT	KY6LE6	14	14.K.C 14.Y.V 14.6.T 14.L.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦le˦	0	1225
7034	six	Tiranige	kùlèyⁿ	k u ˨ l e ˨ j̃	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LE6J	15	15.K.C 15.Y.V 15.6.T 15.L.C 15.E.V 15.6.T 15.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˨le˨j̃	0	1225
7035	six	Togo_Kan	kúré:	k u ˦ r eː ˦	DB		1 7 8 5 7 8	AXTBYT	KY6RE6	16	16.K.C 16.Y.V 16.6.T 16.R.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦reː˦	0	1225
7036	six	Tommo_So	kúlóy	k u ˦ l o ˦ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LU6J	17	17.K.C 17.Y.V 17.6.T 17.L.C 17.U.V 17.6.T 17.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦lo˦j	0	1225
7037	six	Toro_Tegu	kúréy	k u ˦ r e ˦ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6RE6J	18	18.K.C 18.Y.V 18.6.T 18.R.C 18.E.V 18.6.T 18.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦re˦j	0	1225
7038	six	Yanda_Dom	kúlé. yèkúlé	k u ˦ l e ˦ # j e ˨ k u ˦ l e ˦	DB		1 7 8 5 7 8 9 6 7 8 1 7 8 5 7 8	AXTBYT_AXTBYTBYT	KY6LE6_JE6KY6LE6	19	19.K.C 19.Y.V 19.6.T 19.L.C 19.E.V 19.6.T 19._._ 19.J.C 19.E.V 19.6.T 19.K.C 19.Y.V 19.6.T 19.L.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ku˦le˦#je˨ku˦le˦	0	1227
7039	six	Yorno_So	kúlòy	k u ˦ l o ˨ j	DB		1 7 8 5 7 8 6	AXTBYTN	KY6LU6J	20	20.K.C 20.Y.V 20.6.T 20.L.C 20.U.V 20.6.T 20.J.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	ku˦lo˨j	0	1225
7040	six	Donno_So	kúlè:	k u ˦ l eː ˨	DB		1 7 8 5 7 8	AXTBYT	KY6LE6	6	6.K.C 6.Y.V 6.6.T 6.L.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦leː˨	0	1225
7042	skin	Bangime	kíŋɡèɛ̀	k i ˦ ŋ ɡ e ˨ ɛ ˨	DB,LJ,SW		1 7 8 4 1 7 8 7 8	AXTMBYTYT	KI6NKE6E6	1	1.K.C 1.I.V 1.6.T 1.N.c 1.K.C 1.E.V 1.6.T 1.E.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 3.0 1.0	ki˦ŋɡe˨ɛ˨	0	1230
7043	skin	Bankan_Tey	gùsú	ɡ u ˨ s u ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	2	2.K.C 2.Y.V 2.6.T 2.S.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨su˦	0	1228
7044	skin	Ben_Tey	gùsú	ɡ u ˨ s u ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	3	3.K.C 3.Y.V 3.6.T 3.S.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨su˦	0	1228
7045	skin	Bunoge	gwí	ɡ w i ˦	DB,LJ,SW		1 6 7 8	ACXT	KWI6	4	4.K.C 4.W.C 4.I.V 4.6.T	1.6 1.2 3.0 1.0	ɡwi˦	0	1229
7046	skin	Dogul_Dom	gúzúgú	ɡ u ˦ z u ˦ ɡ u ˦	DB,LJ,SW		1 7 8 3 7 8 1 7 8	AXTBYTBYT	KY6SY6KY6	5	5.K.C 5.Y.V 5.6.T 5.S.C 5.Y.V 5.6.T 5.K.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ɡu˦zu˦ɡu˦	0	1228
7047	skin	Gourou	gùsú	ɡ u ˨ s u ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	7	7.K.C 7.Y.V 7.6.T 7.S.C 7.Y.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨su˦	0	1228
7048	skin	Jamsay_Douentza	gùjú	ɡ u ˨ dʒ u ˦	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	8	8.K.C 8.Y.V 8.6.T 8.T.C 8.Y.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨dʒu˦	0	1228
7050	skin	Mombo	gújù	ɡ u ˦ dʒ u ˨	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	9	9.K.C 9.Y.V 9.6.T 9.T.C 9.Y.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˦dʒu˨	0	1228
7051	skin	Najamba	gùjé	ɡ u ˨ dʒ e ˦	DB,LJ,SW	ɡ u ˨ dʒ u ˦	1 7 8 1 7 8	AXTBYT	KY6TE6	10	10.K.C 10.Y.V 10.6.T 10.T.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨dʒe˦	0	1228
7053	skin	Nanga	gùsí	ɡ u ˨ s i ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SI6	11	11.K.C 11.Y.V 11.6.T 11.S.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨si˦	0	1228
7054	skin	Penange	gùjù	ɡ u ˨ dʒ u ˨	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	12	12.K.C 12.Y.V 12.6.T 12.T.C 12.Y.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨dʒu˨	0	1228
7055	skin	Perge_Tegu	gùsú	ɡ u ˨ s u ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	13	13.K.C 13.Y.V 13.6.T 13.S.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨su˦	0	1228
7057	skin	Tebul_Ure	gùdùgó	ɡ u ˨ d u ˨ ɡ o ˦	DB,LJ,SW		1 7 8 1 7 8 1 7 8	AXTBYTBYT	KY6TY6KU6	14	14.K.C 14.Y.V 14.6.T 14.T.C 14.Y.V 14.6.T 14.K.C 14.U.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ɡu˨du˨ɡo˦	0	1228
7058	skin	Tiranige	gwí:	ɡ w iː ˦	DB,LJ,SW		1 6 7 8	ACXT	KWI6	15	15.K.C 15.W.C 15.I.V 15.6.T	1.6 1.2 3.0 1.0	ɡwiː˦	0	1229
7059	skin	Togo_Kan	gùjú	ɡ u ˨ dʒ u ˦	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	16	16.K.C 16.Y.V 16.6.T 16.T.C 16.Y.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨dʒu˦	0	1228
7060	skin	Tommo_So	gùdú	ɡ u ˨ d u ˦	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	17	17.K.C 17.Y.V 17.6.T 17.T.C 17.Y.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨du˦	0	1228
7064	skin	Toro_Tegu	gùsú	ɡ u ˨ s u ˦	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	18	18.K.C 18.Y.V 18.6.T 18.S.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨su˦	0	1228
7065	skin	Yanda_Dom	gùzù	ɡ u ˨ z u ˨	DB,LJ,SW		1 7 8 3 7 8	AXTBYT	KY6SY6	19	19.K.C 19.Y.V 19.6.T 19.S.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨zu˨	0	1228
7066	skin	Yorno_So	gùjú	ɡ u ˨ dʒ u ˦	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	20	20.K.C 20.Y.V 20.6.T 20.T.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨dʒu˦	0	1228
7067	skin	Donno_So	gùdú	ɡ u ˨ d u ˦	DB,LJ,SW		1 7 8 1 7 8	AXTBYT	KY6TY6	6	6.K.C 6.Y.V 6.6.T 6.T.C 6.Y.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ɡu˨du˦	0	1228
7068	sky	Bangime	ʒóɔ̀ⁿ	ʒ o ˦ ɔ̃ ˨	DB,SW		3 7 8 7 8	AXTYT	SU6U6	1	1.S.C 1.U.V 1.6.T 1.U.V 1.6.T	1.6 3.0 1.0 3.0 1.0	ʒo˦ɔ̃˨	0	1242
7069	sky	Bankan_Tey	yàrí:	j a ˨ r iː ˦	DB,SW		6 7 8 5 7 8	AXTBYT	JA6RI6	2	2.J.C 2.A.V 2.6.T 2.R.C 2.I.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ja˨riː˦	0	1232
7070	sky	Ben_Tey	yàrí	j a ˨ r i ˦	DB,SW	j a ˨ r iː ˩˥	6 7 8 5 7 8	AXTBYT	JA6RI6	3	3.J.C 3.A.V 3.6.T 3.R.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ja˨ri˦	0	1232
7072	sky	Bunoge	ʔáŋkóŋgò	ʔ a ˦ ŋ k o ˦ ŋ ɡ o ˨	DB,SW		1 7 8 4 1 7 8 4 1 7 8	AXTMBYTMBYT	HA6NKU6NKU6	4	4.H.C 4.A.V 4.6.T 4.N.c 4.K.C 4.U.V 4.6.T 4.N.c 4.K.C 4.U.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 1.3 3.0 1.0	ʔa˦ŋko˦ŋɡo˨	0	1241
7073	sky	Dogul_Dom	álàgùl	a ˦ l a ˨ ɡ u ˨ l	DB,SW	a ˦ l a ˨ ɡ u ˨ l u ˨	7 8 5 7 8 1 7 8 5	XTBYTBYTN	A6LA6KY6L	5	5.A.V 5.6.T 5.L.C 5.A.V 5.6.T 5.K.C 5.Y.V 5.6.T 5.L.c	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.5	a˦la˨ɡu˨l	0	1231
7075	sky	Gourou	yèrmáná	j e ˨ r m a ˦ n a ˦	DB,SW		6 7 8 5 4 7 8 4 7 8	AXTMBYTBYT	JE6RMA6NA6	7	7.J.C 7.E.V 7.6.T 7.R.c 7.M.C 7.A.V 7.6.T 7.N.C 7.A.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	je˨rma˦na˦	0	1234
