ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
5350	man, male person	Penange	wálá	w á l á	DB,SW	6 7 5 7	AXBZ	WALA	12	12.W.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.75 0.8	wálá	0	588
5351	man, male person	Perge_Tegu	ànú	à n ú	DB,SW	7 4 7	XBZ	ANY	13	13.A.V 13.N.C 13.Y.V	1.5 1.75 0.8	ànú	0	587
5352	man, male person	Perge_Tegu	ànúm	à n ú m	DB,SW	7 4 7 4	XBYN	ANYM	13	13.A.V 13.N.C 13.Y.V 13.M.c	1.5 1.75 1.3 0.8	ànúm	0	587
5354	man, male person	Tebul_Ure	árⁿá	á rⁿ á	DB,SW	7 5 7	XBZ	ARA	14	14.A.V 14.R.C 14.A.V	1.5 1.75 0.8	árⁿá	0	588
5355	man, male person	Tebul_Ure	árⁿámbɔ̀	á rⁿ á m b ɔ̀	DB,SW	7 5 7 4 1 7	XBYMBZ	ARAMPU	14	14.A.V 14.R.C 14.A.V 14.M.c 14.P.C 14.U.V	1.5 1.75 1.3 1.1 1.75 0.8	árⁿámbɔ̀	0	588
5356	man, male person	Tiranige	bánágé	b á n á ɡ é	DB,SW	1 7 4 7 1 7	AXBYBZ	PANAKE	15	15.P.C 15.A.V 15.N.C 15.A.V 15.K.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	bánáɡé	0	587
5357	man, male person	Tiranige	ndàbáná	n d à b á n á	DB,SW	4 1 7 1 7 4 7	ACYBYBZ	NTAPANA	15	15.N.C 15.T.C 15.A.V 15.P.C 15.A.V 15.N.C 15.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ndàbáná	0	587
5358	man, male person	Togo_Kan	àrⁿá	à rⁿ á	DB,SW	7 5 7	XBZ	ARA	16	16.A.V 16.R.C 16.A.V	1.5 1.75 0.8	àrⁿá	0	588
5359	man, male person	Tommo_So	ànná	à n n á	DB,SW	7 4 4 7	XMBZ	ANNA	17	17.A.V 17.N.c 17.N.C 17.A.V	1.5 1.1 1.75 0.8	ànná	0	587
5363	man, male person	Toro_Tegu	ànú	à n ú	DB,SW	7 4 7	XBZ	ANY	18	18.A.V 18.N.C 18.Y.V	1.5 1.75 0.8	ànú	0	587
5364	man, male person	Toro_Tegu	àrǎm	à r ǎ m	DB,SW	7 5 7 4	XBYN	ARAM	18	18.A.V 18.R.C 18.A.V 18.M.c	1.5 1.75 1.3 0.8	àrǎm	0	588
5365	man, male person	Yanda_Dom	án	á n	DB,SW	7 4	XN	AN	19	19.A.V 19.N.c	1.5 0.8	án	0	587
5366	man, male person	Yanda_Dom	ánmù	á n m ù	DB,SW	7 4 4 7	XMBZ	ANMY	19	19.A.V 19.N.c 19.M.C 19.Y.V	1.5 1.1 1.75 0.8	ánmù	0	587
5367	man, male person	Yorno_So	áynɛ́	á j n ɛ́	DB,SW	7 6 4 7	XMBZ	AJNE	20	20.A.V 20.J.c 20.N.C 20.E.V	1.5 1.1 1.75 0.8	ájnɛ́	0	587
5368	man, male person	Yorno_So	árⁿúm	á rⁿ ú m	DB,SW	7 5 7 4	XBYN	ARYM	20	20.A.V 20.R.C 20.Y.V 20.M.c	1.5 1.75 1.3 0.8	árⁿúm	0	588
5369	man, male person	Donno_So	án-ná	á n n á	DB,SW	7 4 4 7	XMBZ	ANNA	6	6.A.V 6.N.c 6.N.C 6.A.V	1.5 1.1 1.75 0.8	ánná	0	587
5370	man, male person	Donno_So	ànǎ-ŋ	à n ǎ ŋ	DB,SW	7 4 7 4	XBYN	ANAN	6	6.A.V 6.N.C 6.A.V 6.N.c	1.5 1.75 1.3 0.8	ànǎŋ	0	587
5396	many, numerous	Bankan_Tey	báyⁿ	b á jⁿ	DB	1 7 6	AXN	PAJ	2	2.P.C 2.A.V 2.J.c	2.0 1.5 0.8	bájⁿ	0	593
5397	many, numerous	Ben_Tey	ba᷈yⁿ	b a᷈ jⁿ	DB	1 7 6	AXN	PAJ	3	3.P.C 3.A.V 3.J.c	2.0 1.5 0.8	ba᷈jⁿ	0	593
5398	many, numerous	Ben_Tey	jó	dʒ ó	DB	1 7	AX	TU	3	3.T.C 3.U.V	2.0 1.5	dʒó	0	591
5399	many, numerous	Bunoge	tɛ̀:bú	t ɛ̀ː b ú	DB	1 7 1 7	AXBZ	TEPY	4	4.T.C 4.E.V 4.P.C 4.Y.V	2.0 1.5 1.75 0.8	tɛ̀ːbú	0	591
5400	many, numerous	Gourou	zó:	z óː	DB	3 7	AX	SU	7	7.S.C 7.U.V	2.0 1.5	zóː	0	591
5401	many, numerous	Jamsay_Douentza	jó:	dʒ óː	DB	1 7	AX	TU	8	8.T.C 8.U.V	2.0 1.5	dʒóː	0	591
5402	many, numerous	Mombo	bâyⁿ	b â jⁿ	DB	1 7 6	AXN	PAJ	9	9.P.C 9.A.V 9.J.c	2.0 1.5 0.8	bâjⁿ	0	593
5403	many, numerous	Mombo	jwá:	dʒ w áː	DB	1 6 7	ACX	TWA	9	9.T.C 9.W.C 9.A.V	2.0 1.5 1.5	dʒwáː	0	591
5404	many, numerous	Najamba	ségín	s é ɡ í n	DB	3 7 1 7 4	AXBYN	SEKIN	10	10.S.C 10.E.V 10.K.C 10.I.V 10.N.c	2.0 1.5 1.75 1.3 0.8	séɡín	0	592
5405	many, numerous	Nanga	jó:	dʒ óː	DB	1 7	AX	TU	11	11.T.C 11.U.V	2.0 1.5	dʒóː	0	591
5406	many, numerous	Nanga	ɔ̀wɔ́	ɔ̀ w ɔ́	DB	7 6 7	XBZ	UWU	11	11.U.V 11.W.C 11.U.V	1.5 1.75 0.8	ɔ̀wɔ́	0	597
5407	many, numerous	Penange	jwá	dʒ w á	DB	1 6 7	ACX	TWA	12	12.T.C 12.W.C 12.A.V	2.0 1.5 1.5	dʒwá	0	591
5408	many, numerous	Perge_Tegu	jó:	dʒ óː	DB	1 7	AX	TU	13	13.T.C 13.U.V	2.0 1.5	dʒóː	0	591
5410	many, numerous	Tebul_Ure	mɛ̀m	m ɛ̀ m	DB	4 7 4	AXN	MEM	14	14.M.C 14.E.V 14.M.c	2.0 1.5 0.8	mɛ̀m	0	601
5411	many, numerous	Tiranige	kùnú	k ù n ú	DB	1 7 4 7	AXBZ	KYNY	15	15.K.C 15.Y.V 15.N.C 15.Y.V	2.0 1.5 1.75 0.8	kùnú	0	594
5412	many, numerous	Togo_Kan	jó	dʒ ó	DB	1 7	AX	TU	16	16.T.C 16.U.V	2.0 1.5	dʒó	0	591
5413	many, numerous	Tommo_So	jóóni wɔ̀	dʒ óː n i # w ɔ̀	DB	1 7 4 7 9 6 7	AXBZ_AX	TUNI_WU	17	17.T.C 17.U.V 17.N.C 17.I.V 17._._ 17.W.C 17.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	dʒóːni#wɔ̀	0	600
5414	many, numerous	Tommo_So	kálé sɛ̀lɛ́	k á l é # s ɛ̀ l ɛ́	DB	1 7 5 7 9 3 7 5 7	AXBZ_AXBZ	KALE_SELE	17	17.K.C 17.A.V 17.L.C 17.E.V 17._._ 17.S.C 17.E.V 17.L.C 17.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kálé#sɛ̀lɛ́	0	596
5415	many, numerous	Toro_Tegu	mútú	m ú t ú	DB	4 7 1 7	AXBZ	MYTY	18	18.M.C 18.Y.V 18.T.C 18.Y.V	2.0 1.5 1.75 0.8	mútú	0	599
5416	many, numerous	Yanda_Dom	sègíⁿ	s è ɡ íⁿ	DB	3 7 1 7	AXBZ	SEKI	19	19.S.C 19.E.V 19.K.C 19.I.V	2.0 1.5 1.75 0.8	sèɡíⁿ	0	592
5417	many, numerous	Yanda_Dom	ségú	s é ɡ ú	DB	3 7 1 7	AXBZ	SEKY	19	19.S.C 19.E.V 19.K.C 19.Y.V	2.0 1.5 1.75 0.8	séɡú	0	592
5418	many, numerous	Yorno_So	jìjǒ: gɔ́	dʒ ì dʒ ǒː # ɡ ɔ́	DB	1 7 1 7 9 1 7	AXBZ_AX	TITU_KU	20	20.T.C 20.I.V 20.T.C 20.U.V 20._._ 20.K.C 20.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	dʒìdʒǒː#ɡɔ́	0	598
5419	many, numerous	Yorno_So	jó	dʒ ó	DB	1 7	AX	TU	20	20.T.C 20.U.V	2.0 1.5	dʒó	0	591
5420	many, numerous	Dogul_Dom	káybòn	k á j b ò n	DB	1 7 6 1 7 4	AXMBYN	KAJPUN	5	5.K.C 5.A.V 5.J.c 5.P.C 5.U.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kájbòn	0	602
5421	many, numerous	Dogul_Dom	kúrɔ̀:	k ú r ɔ̀ː	DB	1 7 5 7	AXBZ	KYRU	5	5.K.C 5.Y.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	kúrɔ̀ː	0	594
5422	many, numerous	Donno_So	gǎ:w	ɡ ǎː w	DB	1 7 6	AXN	KAW	6	6.K.C 6.A.V 6.W.c	2.0 1.5 0.8	ɡǎːw	0	595
5423	many, numerous	Donno_So	sámì	s á m ì	DB	3 7 4 7	AXBZ	SAMI	6	6.S.C 6.A.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	sámì	0	592
5425	meat	Bangime	n ŋǎẁ	n # ŋ ǎ ẁ	DB,LJ,SW	4 9 4 7 0	A_AXN	N_NA0	1	1.N.C 1._._ 1.N.C 1.A.V 1.0.c	2.0 0.0 2.0 1.5 0.8	n#ŋǎẁ	0	604
5426	meat	Bankan_Tey	nàmâ:	n à m âː	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	2	2.N.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	nàmâː	0	603
5427	meat	Ben_Tey	nàwⁿâ:	n à wⁿ âː	DB,LJ,SW	4 7 6 7	AXBZ	NAWA	3	3.N.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.75 0.8	nàwⁿâː	0	603
5428	meat	Bunoge	námà	n á m à	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	4	4.N.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	námà	0	603
5429	meat	Dogul_Dom	nàmáá	n à m áː	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	5	5.N.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	nàmáː	0	603
5430	meat	Gourou	nɔ̀wⁿɔ́	n ɔ̀ wⁿ ɔ́	DB,LJ,SW	4 7 6 7	AXBZ	NUWU	7	7.N.C 7.U.V 7.W.C 7.U.V	2.0 1.5 1.75 0.8	nɔ̀wⁿɔ́	0	603
5431	meat	Jamsay_Douentza	nɔ̀wⁿɔ́	n ɔ̀ wⁿ ɔ́	DB,LJ,SW	4 7 6 7	AXBZ	NUWU	8	8.N.C 8.U.V 8.W.C 8.U.V	2.0 1.5 1.75 0.8	nɔ̀wⁿɔ́	0	603
5433	meat	Mombo	námà	n á m à	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	9	9.N.C 9.A.V 9.M.C 9.A.V	2.0 1.5 1.75 0.8	námà	0	603
5434	meat	Najamba	nàmâ:	n à m âː	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	10	10.N.C 10.A.V 10.M.C 10.A.V	2.0 1.5 1.75 0.8	nàmâː	0	603
5435	meat	Najamba	nàmɛ̂:	n à m ɛ̂ː	DB,LJ,SW	4 7 4 7	AXBZ	NAME	10	10.N.C 10.A.V 10.M.C 10.E.V	2.0 1.5 1.75 0.8	nàmɛ̂ː	0	603
5436	meat	Nanga	nàmâ	n à m â	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	11	11.N.C 11.A.V 11.M.C 11.A.V	2.0 1.5 1.75 0.8	nàmâ	0	603
5437	meat	Penange	nàmà	n à m à	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	12	12.N.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.75 0.8	nàmà	0	603
5438	meat	Perge_Tegu	nàwⁿá	n à wⁿ á	DB,LJ,SW	4 7 6 7	AXBZ	NAWA	13	13.N.C 13.A.V 13.W.C 13.A.V	2.0 1.5 1.75 0.8	nàwⁿá	0	603
5440	meat	Tebul_Ure	nàmá	n à m á	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	14	14.N.C 14.A.V 14.M.C 14.A.V	2.0 1.5 1.75 0.8	nàmá	0	603
5441	meat	Tiranige	námá	n á m á	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	15	15.N.C 15.A.V 15.M.C 15.A.V	2.0 1.5 1.75 0.8	námá	0	603
5442	meat	Togo_Kan	nɔ̀wⁿɔ́	n ɔ̀ wⁿ ɔ́	DB,LJ,SW	4 7 6 7	AXBZ	NUWU	16	16.N.C 16.U.V 16.W.C 16.U.V	2.0 1.5 1.75 0.8	nɔ̀wⁿɔ́	0	603
5443	meat	Tommo_So	nàmá	n à m á	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	17	17.N.C 17.A.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	nàmá	0	603
5445	meat	Toro_Tegu	nàwⁿá	n à wⁿ á	DB,LJ,SW	4 7 6 7	AXBZ	NAWA	18	18.N.C 18.A.V 18.W.C 18.A.V	2.0 1.5 1.75 0.8	nàwⁿá	0	603
5446	meat	Yanda_Dom	nàmà	n à m à	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	19	19.N.C 19.A.V 19.M.C 19.A.V	2.0 1.5 1.75 0.8	nàmà	0	603
5447	meat	Yorno_So	nàwⁿá	n à wⁿ á	DB,LJ,SW	4 7 6 7	AXBZ	NAWA	20	20.N.C 20.A.V 20.W.C 20.A.V	2.0 1.5 1.75 0.8	nàwⁿá	0	603
5448	meat	Donno_So	nàmá	n à m á	DB,LJ,SW	4 7 4 7	AXBZ	NAMA	6	6.N.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	nàmá	0	603
5449	millet	Bangime	dɛ̌mɛ̀	d ɛ̌ m ɛ̀	DB,SW	1 7 4 7	AXBZ	TEME	1	1.T.C 1.E.V 1.M.C 1.E.V	2.0 1.5 1.75 0.8	dɛ̌mɛ̀	0	609
5450	millet	Bankan_Tey	yû:	j ûː	DB,SW	6 7	AX	JY	2	2.J.C 2.Y.V	2.0 1.5	jûː	0	605
5451	millet	Ben_Tey	yû:	j ûː	DB,SW	6 7	AX	JY	3	3.J.C 3.Y.V	2.0 1.5	jûː	0	605
5452	millet	Bunoge	sé:ŋgè	s éː ŋ ɡ è	DB,SW	3 7 4 1 7	AXMBZ	SENKE	4	4.S.C 4.E.V 4.N.c 4.K.C 4.E.V	2.0 1.5 1.1 1.75 0.8	séːŋɡè	0	606
5453	millet	Dogul_Dom	sìyɛ́	s ì j ɛ́	DB,SW	3 7 6 7	AXBZ	SIJE	5	5.S.C 5.I.V 5.J.C 5.E.V	2.0 1.5 1.75 0.8	sìjɛ́	0	608
5454	millet	Gourou	ɲú:	ɲ úː	DB,SW	4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	ɲúː	0	607
5455	millet	Gourou	ɲù: pírú	ɲ ùː # p í r ú	DB,SW	4 7 9 1 7 5 7	AX_AXBZ	NY_PIRY	7	7.N.C 7.Y.V 7._._ 7.P.C 7.I.V 7.R.C 7.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ɲùː#pírú	0	607
5456	millet	Jamsay_Douentza	ɲú:	ɲ úː	DB,SW	4 7	AX	NY	8	8.N.C 8.Y.V	2.0 1.5	ɲúː	0	607
5458	millet	Mombo	sé:ŋgè	s éː ŋ ɡ è	DB,SW	3 7 4 1 7	AXMBZ	SENKE	9	9.S.C 9.E.V 9.N.c 9.K.C 9.E.V	2.0 1.5 1.1 1.75 0.8	séːŋɡè	0	606
5459	millet	Najamba	yógé	j ó ɡ é	DB,SW	6 7 1 7	AXBZ	JUKE	10	10.J.C 10.U.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	jóɡé	0	605
5460	millet	Najamba	yóŋgó	j ó ŋ ɡ ó	DB,SW	6 7 4 1 7	AXMBZ	JUNKU	10	10.J.C 10.U.V 10.N.c 10.K.C 10.U.V	2.0 1.5 1.1 1.75 0.8	jóŋɡó	0	606
5461	millet	Nanga	yû:	j ûː	DB,SW	6 7	AX	JY	11	11.J.C 11.Y.V	2.0 1.5	jûː	0	605
5462	millet	Penange	sè:ŋgè	s èː ŋ ɡ è	DB,SW	3 7 4 1 7	AXMBZ	SENKE	12	12.S.C 12.E.V 12.N.c 12.K.C 12.E.V	2.0 1.5 1.1 1.75 0.8	sèːŋɡè	0	606
5463	millet	Perge_Tegu	yú:	j úː	DB,SW	6 7	AX	JY	13	13.J.C 13.Y.V	2.0 1.5	júː	0	605
5465	millet	Tebul_Ure	yɔ́	j ɔ́	DB,SW	6 7	AX	JU	14	14.J.C 14.U.V	2.0 1.5	jɔ́	0	605
5466	millet	Tiranige	yò:gè	j òː ɡ è	DB,SW	6 7 1 7	AXBZ	JUKE	15	15.J.C 15.U.V 15.K.C 15.E.V	2.0 1.5 1.75 0.8	jòːɡè	0	605
5467	millet	Togo_Kan	ɲú:	ɲ úː	DB,SW	4 7	AX	NY	16	16.N.C 16.Y.V	2.0 1.5	ɲúː	0	607
5468	millet	Tommo_So	yúú	j úː	DB,SW	6 7	AX	JY	17	17.J.C 17.Y.V	2.0 1.5	júː	0	605
5470	millet	Toro_Tegu	yú	j ú	DB,SW	6 7	AX	JY	18	18.J.C 18.Y.V	2.0 1.5	jú	0	605
5471	millet	Yanda_Dom	yú:	j úː	DB,SW	6 7	AX	JY	19	19.J.C 19.Y.V	2.0 1.5	júː	0	605
5472	millet	Yorno_So	yǔ:	j ǔː	DB,SW	6 7	AX	JY	20	20.J.C 20.Y.V	2.0 1.5	jǔː	0	605
5473	millet	Donno_So	yû:	j ûː	DB,SW	6 7	AX	JY	6	6.J.C 6.Y.V	2.0 1.5	jûː	0	605
5475	moon	Bangime	ɥìɛ́	ɥ ì ɛ́	DB,SW	6 7 7	AXZ	JIE	1	1.J.C 1.I.V 1.E.V	2.0 1.5 0.8	ɥìɛ́	0	617
5476	moon	Bankan_Tey	wǎ:	w ǎː	DB,SW	6 7	AX	WA	2	2.W.C 2.A.V	2.0 1.5	wǎː	0	610
5477	moon	Ben_Tey	ùwɔ́	ù w ɔ́	DB,SW	7 6 7	XBZ	YWU	3	3.Y.V 3.W.C 3.U.V	1.5 1.75 0.8	ùwɔ́	0	610
5478	moon	Bunoge	yá:sìmà	j áː s ì m à	DB,SW	6 7 3 7 4 7	AXBYBZ	JASIMA	4	4.J.C 4.A.V 4.S.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jáːsìmà	0	613
5479	moon	Dogul_Dom	wɔ́ɔ́gù	w ɔ́ː ɡ ù	DB,SW	6 7 1 7	AXBZ	WUKY	5	5.W.C 5.U.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	wɔ́ːɡù	0	610
5480	moon	Gourou	ɛ̌:	ɛ̌ː	DB,SW	7	X	E	7	7.E.V	1.5	ɛ̌ː	0	611
5481	moon	Jamsay_Douentza	ɛ̌:	ɛ̌ː	DB,SW	7	X	E	8	8.E.V	1.5	ɛ̌ː	0	611
5483	moon	Mombo	wɛ̂:	w ɛ̂ː	DB,SW	6 7	AX	WE	9	9.W.C 9.E.V	2.0 1.5	wɛ̂ː	0	610
5484	moon	Najamba	sà:gé	s àː ɡ é	DB,SW	3 7 1 7	AXBZ	SAKE	10	10.S.C 10.A.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	sàːɡé	0	612
5485	moon	Najamba	sà:gúmbó	s àː ɡ ú m b ó	DB,SW	3 7 1 7 4 1 7	AXBYMBZ	SAKYMPU	10	10.S.C 10.A.V 10.K.C 10.Y.V 10.M.c 10.P.C 10.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	sàːɡúmbó	0	612
5486	moon	Nanga	wǎ:	w ǎː	DB,SW	6 7	AX	WA	11	11.W.C 11.A.V	2.0 1.5	wǎː	0	610
5487	moon	Penange	wɛ̀:	w ɛ̀ː	DB,SW	6 7	AX	WE	12	12.W.C 12.E.V	2.0 1.5	wɛ̀ː	0	610
5488	moon	Perge_Tegu	ɛ̌:	ɛ̌ː	DB,SW	7	X	E	13	13.E.V	1.5	ɛ̌ː	0	611
5490	moon	Tebul_Ure	swǎ:	s w ǎː	DB,SW	3 6 7	ACX	SWA	14	14.S.C 14.W.C 14.A.V	2.0 1.5 1.5	swǎː	0	610
5491	moon	Tiranige	éŋání	é ŋ á n í	DB,SW	7 4 7 4 7	XBYBZ	ENANI	15	15.E.V 15.N.C 15.A.V 15.N.C 15.I.V	1.5 1.75 1.3 1.75 0.8	éŋání	0	615
5492	moon	Togo_Kan	ɔ̌:	ɔ̌ː	DB,SW	7	X	U	16	16.U.V	1.5	ɔ̌ː	0	614
5493	moon	Tommo_So	ììyɛ́	ìː j ɛ́	DB,SW	7 6 7	XBZ	IJE	17	17.I.V 17.J.C 17.E.V	1.5 1.75 0.8	ìːjɛ́	0	611
5494	moon	Toro_Tegu	ìwá	ì w á	DB,SW	7 6 7	XBZ	IWA	18	18.I.V 18.W.C 18.A.V	1.5 1.75 0.8	ìwá	0	610
5495	moon	Yanda_Dom	swà:	s w àː	DB,SW	3 6 7	ACX	SWA	19	19.S.C 19.W.C 19.A.V	2.0 1.5 1.5	swàː	0	610
5496	moon	Yorno_So	yě:	j ěː	DB,SW	6 7	AX	JE	20	20.J.C 20.E.V	2.0 1.5	jěː	0	611
5497	moon	Yorno_So	yè: píl	j èː # p í l	DB,SW	6 7 9 1 7 5	AX_AXN	JE_PIL	20	20.J.C 20.E.V 20._._ 20.P.C 20.I.V 20.L.c	2.0 1.5 0.0 2.0 1.5 0.8	jèː#píl	0	611
5498	moon	Donno_So	ùgɔ́	ù ɡ ɔ́	DB,SW	7 1 7	XBZ	YKU	6	6.Y.V 6.K.C 6.U.V	1.5 1.75 0.8	ùɡɔ́	0	616
5499	mother	Bangime	n níjà	n # n í dʒ à	DB,SW	4 9 4 7 1 7	A_AXBZ	N_NITA	1	1.N.C 1._._ 1.N.C 1.I.V 1.T.C 1.A.V	2.0 0.0 2.0 1.5 1.75 0.8	n#nídʒà	0	619
5500	mother	Bangime	n ɲáà	n # ɲ âː	DB,SW	4 9 4 7	A_AX	N_NA	1	1.N.C 1._._ 1.N.C 1.A.V	2.0 0.0 2.0 1.5	n#ɲâː	0	619
5501	mother	Bankan_Tey	nàrⁿá	n à rⁿ á	DB,SW	4 7 5 7	AXBZ	NARA	2	2.N.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	nàrⁿá	0	618
5502	mother	Bankan_Tey	nàrⁿǎm	n à rⁿ ǎ m	DB,SW	4 7 5 7 4	AXBYN	NARAM	2	2.N.C 2.A.V 2.R.C 2.A.V 2.M.c	2.0 1.5 1.75 1.3 0.8	nàrⁿǎm	0	618
5503	mother	Ben_Tey	nàrⁿá	n à rⁿ á	DB,SW	4 7 5 7	AXBZ	NARA	3	3.N.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	nàrⁿá	0	618
5504	mother	Bunoge	nìnì	n ì n ì	DB,SW	4 7 4 7	AXBZ	NINI	4	4.N.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	nìnì	0	618
5505	mother	Dogul_Dom	dààrá	d àː r á	DB,SW	1 7 5 7	AXBZ	TARA	5	5.T.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.75 0.8	dàːrá	0	618
5506	mother	Gourou	nǎ:	n ǎː	DB,SW	4 7	AX	NA	7	7.N.C 7.A.V	2.0 1.5	nǎː	0	618
5507	mother	Jamsay_Douentza	nǎ:	n ǎː	DB,SW	4 7	AX	NA	8	8.N.C 8.A.V	2.0 1.5	nǎː	0	618
5509	mother	Mombo	ní:	n íː	DB,SW	4 7	AX	NI	9	9.N.C 9.I.V	2.0 1.5	níː	0	618
5510	mother	Najamba	nǐ:	n ǐː	DB,SW	4 7	AX	NI	10	10.N.C 10.I.V	2.0 1.5	nǐː	1	618
5511	mother	Najamba	nì:mbó	n ìː m b ó	DB,SW	4 7 4 1 7	AXMBZ	NIMPU	10	10.N.C 10.I.V 10.M.c 10.P.C 10.U.V	2.0 1.5 1.1 1.75 0.8	nìːmbó	1	618
5512	mother	Nanga	dě:	d ěː	DB,SW	1 7	AX	TE	11	11.T.C 11.E.V	2.0 1.5	děː	0	620
5513	mother	Penange	nì:	n ìː	DB,SW	4 7	AX	NI	12	12.N.C 12.I.V	2.0 1.5	nìː	0	618
5514	mother	Perge_Tegu	nǎ:	n ǎː	DB,SW	4 7	AX	NA	13	13.N.C 13.A.V	2.0 1.5	nǎː	0	618
5516	mother	Tebul_Ure	nàrⁿá	n à rⁿ á	DB,SW	4 7 5 7	AXBZ	NARA	14	14.N.C 14.A.V 14.R.C 14.A.V	2.0 1.5 1.75 0.8	nàrⁿá	0	618
5517	mother	Tiranige	nɛ̀nɛ̀	n ɛ̀ n ɛ̀	DB,SW	4 7 4 7	AXBZ	NENE	15	15.N.C 15.E.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	nɛ̀nɛ̀	0	618
5518	mother	Togo_Kan	ìnǎ:	ì n ǎː	DB,SW	7 4 7	XBZ	INA	16	16.I.V 16.N.C 16.A.V	1.5 1.75 0.8	ìnǎː	0	618
5519	mother	Tommo_So	nnáá	n n áː	DB,SW	4 4 7	ACZ	NNA	17	17.N.C 17.N.C 17.A.V	2.0 1.5 0.8	nnáː	0	618
5520	mother	Toro_Tegu	ná	n á	DB,SW	4 7	AX	NA	18	18.N.C 18.A.V	2.0 1.5	ná	0	618
5521	mother	Yanda_Dom	nì:	n ìː	DB,SW	4 7	AX	NI	19	19.N.C 19.I.V	2.0 1.5	nìː	0	618
5522	mother	Yorno_So	ná:	n áː	DB,SW	4 7	AX	NA	20	20.N.C 20.A.V	2.0 1.5	náː	0	618
5523	mother	Donno_So	nǎ:	n ǎː	DB,SW	4 7	AX	NA	6	6.N.C 6.A.V	2.0 1.5	nǎː	0	618
5544	mouth	Bangime	nɔ́ẁ	n ɔ́ ẁ	DB,LJ,SW	4 7 0	AXN	NU0	1	1.N.C 1.U.V 1.0.c	2.0 1.5 0.8	nɔ́ẁ	0	627
5545	mouth	Bankan_Tey	mbǔ:	m b ǔː	DB,LJ,SW	4 1 7	ACZ	MPY	2	2.M.C 2.P.C 2.Y.V	2.0 1.5 0.8	mbǔː	0	621
5546	mouth	Ben_Tey	m̀bǒ:	m̀ b ǒː	DB,LJ,SW	4 1 7	ACZ	MPU	3	3.M.C 3.P.C 3.U.V	2.0 1.5 0.8	m̀bǒː	0	621
5547	mouth	Ben_Tey	mǒ:	m ǒː	DB,LJ,SW	4 7	AX	MU	3	3.M.C 3.U.V	2.0 1.5	mǒː	0	621
5548	mouth	Bunoge	tònì	t ò n ì	DB,LJ,SW	1 7 4 7	AXBZ	TUNI	4	4.T.C 4.U.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	tònì	0	624
5549	mouth	Dogul_Dom	kɛ́nnù	k ɛ́ n n ù	DB,LJ,SW	1 7 4 4 7	AXMBZ	KENNY	5	5.K.C 5.E.V 5.N.c 5.N.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	kɛ́nnù	0	623
5550	mouth	Gourou	ká:	k áː	DB,LJ,SW	1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	káː	0	622
